 ,Area,Mean,IntDen,RawIntDen
1,7934,0.0019,15.0000,15.0000
2,9802,0.0015,15.0000,15.0000
3,12752,0.0020,26.0000,26.0000
4,10597,0.0014,15.0000,15.0000
5,11908,0.0017,20.0000,20.0000
6,11771,0.0014,17.0000,17.0000
7,9743,0.0018,18.0000,18.0000
8,13833,0.0020,28.0000,28.0000
9,8685,0.0029,25.0000,25.0000
10,4430,0.0018,8.0000,8.0000
